COD SUJETO;SEXO;EDAD;TRATAMIENTO;SESION;RELATO;;;;;;;
S40H;M;JOVEN;Con higiene;E1;Contaba la historia de un chico, era como un dia de un chico arrancaba con el momento que él se levantaba, no recuerdo la hora yo pensaba que decia algo asi como a las 9, pero despues termina de desayunar a las 8, asique me imagino que se habrá despertado como a las 7. Una vez que se levanta creo que vive en la calle Bacacay de Caballito, o Boedo. Porque toma el tren desde Caballito pero bueno. Este chico una vez que se levanta tiene que tomar la decisión sobre si quería una camisa a cuadros oscura creo o una de colores a rayas. Elige la de colores a rayas la segunda. Va al baño a asearse, ponerse gel, lavarse la cara e higienizarse los dientes. Una vez hecho esto baja y desayuna. Se prepara dos tostadas, creo que con queso crema y dulce de leche. No me acuerdo si se había hecho un café o que y aprox a las 8 termina de desayunar y se dirige hacia la estación de tren caballito que tarda como unos 15 min en llegar el tren. Se toma el tren creo que baja en no sé qué estación pero su trabajo queda en la calle Saavedra en once y se dirige a su trabajo y una vez que ingresa saluda todos se hace un café, prende la computadora, despues que saluda todos se pone a recibir llamadas a atender llamadas. Una vez que termina su jornada laboral se toma el subte en vez del tren para volver a su casa, apenas llega a su casa decide ponerse a limpiar el jardín, se ve una persona pasando el limpia vidrios sobre unos vidrios. aunque el video parece como un balcón. Y al rato se aburre de limpiar y se pone a jugar juegos de play la noche anterior se había bajado dos juegos, y después de un rato se aburre de eso, se prepara un té se pone junto a una ventana y se pone a leer un libro.;;;;;;;
S40H;M;JOVEN;Con higiene;T1;Contaba un dia en la vida de una persona que cuando se levantaba ponia el despertador temprano, creo que era a las 7 y media. Cuando se levantaba tenia que tomar la decision se elegir una camisa a cuadros o una rayada con colores, creo que elegia la rayada.Despues se iba al baño se aseaba se higienizaba un poco se lavaba la cara. Creo que no se bañaba Despues se iba a desayunar, desayunaba dos tostadas con ddl y queso y parecia un cafe y despues se iba al trabajo tomando el tren , que lo tomaba en la est de caballito, tenia q ir hacia once, tardaba como 15 min en llegar el tren, se bajaba en once y se iba a su trabajo en la calle saavedra Luego de eso, bueno relataba que era lo q hacia cuando ingresaba a su trabajo, saludaba un poco prendia la compu y se ponia a atender llamadas Cuando terminaba su dia de trabajo volvia a su casa en subte, y una vez que llegaba a su casa se ponia a limpiar el jardin, en el jardin el video mostraba como q estaba limpiando un balcon con un limpia vidrios, y despues en un momento se cansaba y se ponia a jugar a la play. Se aburre, y aprovecha que tenia tiempo para ponerse a leer y en el video se mostraba q se preparaba un te que estaba en una mesa un poco alta leyendo un poco y despues creo que se iba a la cama De las imagenes habia unas de su cama, del baño, de la estacion de tren, habia mas imagenes de computadoras;;;;;;;
S40H;M;JOVEN;Con higiene;E2;La historia de una chica paula que tenia una buena noche de sueño, en un departamento de la calle charcas en el barrio de palermo Cuando sale del cuarto, toma un cafe con leche y unas tostadas con mermelada de frutilla y se dirige a la est de subte a la estación de subte para tomar el transporte que la acerque a su trabajo en retiro una vez que ingresa a su trabajo recuerda que tiene unos algo relacionado con unos proveedores y cuando ella estaba en la oficina recordaba que tenia que hacer unas cosas con proveedores, luego tuvo una reunion en la que almorzó con unos compañeros no me acuerdo de que era. Luego de la primer jornada laboral se dirige al supermercado, compra lacteos y no se que mas Luego de eso ella se dirige a un bar creo que habia ido primero vuelto a su casa, agarra su botella de agua para hacer ejercicio que iba a correr unos 40 min siempre hacia el mismo recorrido, y luego se preparo para una cita que tenia arreglada en la calle tacuari cuando ella volvio se puso a leer un libro el psicoanalista revisar sus redes sociales y a los 30 min concilio el sueño.;;;;;;;
S40H;M;JOVEN;Con higiene;T2;Recuerdo que era una historia de una el raconto del dia de una chica que iba a trabajar, y comentaba arrancaba el dia con una larga noche de sueño y se desperto preparo un desayuno dos tostadas, y fue al trabajo no me acuerdo como se iba al trabajo. Puede ser que se fuera en subte o algo, y lo otro que me acuerdo fue que cuando volvia a la casa se ponia a leer se preparaba un te o algo asi, pero no me acuerdo mas que eso.;;;;;;;
S41H;F;JOVEN;Con higiene;E1;En el video hablaba de Federico que se levanta a las 7 y media d ela mañana todos los dias, va al baño a higienizarse, se pone gel en el cabello, se lava la cara y los dientes y despues se va a preparar el desayuno un café con leche con dos tostadas, y masomenos a las sale de su casa y camina 5 cuadras a la est de caballito. Vive en la calle Bacacay en caballito, cuando sale de la casa camina 5 cuadras para ir a la estación y camina hacia el fondo del andén y espera 15min a que llegue el tren. El trabaja en once en la calle saavedra, y cuando llega a la oficina se prepara una taza de café y se sienta prende la computadora y empieza a atender llamados telefónicos , Cuando termina su jornada laboral se vuelve en subte a su casa y se pone a limpiar el patio despues se va a jugar a la play para distenderse y recuerda que se habia bajado dos juegos la noche anterior uno de carreras y otro de aventuras, y jugando se aburre asique decide irse a se prepara un te verde y se pone a leer frente a la ventana para tomar un poco de aire;;;;;;;
S41H;F;JOVEN;Con higiene;T1;Lo que me acuerdo que me olvide de decirte cuando te made el audio, es que tenia que elegir entre dos camisas que tenia en el placard, que era una de colores cuadrados y otra rayada. SE llamaba federico y vivia en la calle bacacay en caballito, y se levantaba todos los dias entre las 8 y las 8 y media, elegia las camisas que te habia mencionado, tenia esas dos para elegir, después iba al baño a lavarse la cara y los dientes, despues iba a la cocina y se hacia un cafe con leche y despues ya salia y caminaba 5 cuadras para llegar a la estacion de tren caballito para ir a su trabajo que quedaba en once, creo que la calle era saavedra, despues una vez que llegaba se preparaba un cafe y se sentaba a trabajar. DEspues por la tarde cuando salia se tomaba creo que un colectivo para volver a su casa y cuando llegaba se sentaba a leer un libro y se hacia un te verde.;;;;;;;
S41H;F;JOVEN;Con higiene;E2;Juana se levanta todos los dias en su hab vive en un 4 piso en palermo,se prepara las cosas para ir a trabajar. Desayuna un cafe con leche, con dos tostadas con manteca y dulce de frutillas, y se prepara y va al sbte a la est carranza de la linea D para ir a su trabajo en recoleta Cuando llega a las 8 y media se hace un cafe y se sienta a responder mails que tenia atrasados. DEspues antrs del mediodia tinee una reunion porque estan presentando un nuevo producto que son unas toallitas femeninas y tiene que hacer la presentacion Al mediodia hace un pedido de delivery para almorzar durante su tiempo libre una vez que finaliza la jornada va al super y cmpra lacteos, verdura y algunas cosas que necesitaba Paga en efectivo, y se va para la casa, cuando llega guarda las cosas que compro y se cambia se pone ropa comoda musica alegre y sale a correr durante 40 min x el barrio. Cuando vuelve a la casa se cambia y se prepara para tener una cita con alguien que conocio por tinder en un bar en el centro en la calle tacuari pasada la media noche vuelve a su casa se acuesta se pone a leer un libro el psicoanalista, chequea las redes en su celular y pasada media hora concilia el sueño.;;;;;;;
S41H;F;JOVEN;Con higiene;T2;Esta era una chica que se levanta a las 7 y media de la mañana, no recuerdo donde vive creo que era palermo y se prepara el desayuno un cafe con leche y dos tostadas de queso y mermelada de frutilla Sale a su trabajo camina unas cuadras y se toma el tren en la estacion palermo y se va a trabajar a recoleta cuando llega se prepara una taza de cafe y se sienta a leer unos mails antes de reunirse con su jefe q le van a proponer hacer proyecto para el lanzamiento de un nuevo producto y ahi es a donde van a tirar ideas Después una vez que finalzia la reunion se pide delivery de comida para comer en sun momento libre. almuerza y sigue trabajando Finaliza la jornada vuelve a su casa, se pone ropa comoda y sale a correr- cuando vuelve se empieza a preparar para salir para encontrarse con una cita con una persona que habia conocido por tinder en un bar en el centro que no recuerdo como se llama. Cuando vuelve a las 12 y media de la noche se queda acostada leyendo el libro el psicoanalista, se queda leyendo media hora, despues mira un poco las redes sociales en el cel hasta que se queda dormida;;;;;;;
S42H;F;JOVEN;Con higiene;E1;Se trata de un chico que se llama Federico que se despierta a las 7 y media para arrancar el dia, decide que se va a poner para salir a trabajar y elige una camisa. Era la segunda opción pero no me acuerdo cual era la primera .Luego se lava la cara los dientes y se pone gel en el pelo, luego se dirige a la cocina y desayuna dos tostadas con dulce de leche Después se retira de su dpto que estaba ubicado en la calle bacacay en el barrio de caballito y camina hacia la est de trenes que estaba ubicada a dos cuadras de su vivienda. Espera y se dirige al fondo del anden para tomar el tren se sube al tren se va hasta el trabajo que esta ubicado en la calle saavedra en el barrio de once. Despues cuando termina su jornada saluda a sus compañeros y vuelve a su domicilio. Elige en su domicilio limpiar el patio, cuando termina decide jugar un videojuego pero como le resulta aburrido deja de hacerlo y se pone a leer un libro y se toma una taza de te verde.;;;;;;;
S42H;F;JOVEN;Con higiene;T1;Era un chico Federico que se levantaba 7 y media todas las mañanas, que se no me acuerdo si elegia la ropa y despues iba al baño. Primero iba al ropero veia que se iba a poner, despues iba al baño se lavaba los dientes se ponia gel, despues bajaba, despues iba a la cocina a desayunar, y se iba al trabajo que quedaba el tren quedaba cerca de su casa Creo que era en el barrio de saavedra. Despues se tomaba el tren iba al anden llegaba a once creo que era el trabajo, estaba con sus compañeros despues se iba del trabajo nuevamente en tren Despues llegaba a la casa y decidia limpiar el patio, despues iba a jugar a unos videojuegos que tenia en su casa pero le aburria y se sentaba a leer un libro se preparaba un te verde.;;;;;;;
S42H;F;JOVEN;Con higiene;E2;Un dia en la vida de Juana una chica que se levanta a las 7 y media d ela mañana y desayuna un cafe con leche y dos tostadas con manteca y mermelada de frutilla Vive en el 4 piso de un dpto del barrio de palermo en la calle charcas Se cambia va a tomar el subte en la estacion carranza de la linea D hasta su trabajo enr ecoleta creo q era calle amenábar En su trabajo llama a unos proveedores y arregla algo con el diseñador grafico justo se me corto el audio DEspues pide comida por delivery y luego de almorzar tiene una reunion con su equipo de trabajo para le lanzamiento de una marca de toallitas femeninas creo que dijo lady soft. Despues del trabajo pasa x el super, cmpra algunos lacteos creo que carnes y frutas , va hasta su casa guarda los prod se cambia y elige algunos temas alegres para irse a hacer ejercicio Despues vuelve a su casa, se cambia y se baña para ir a una cita con alguien que conocio en tinder. Va hasta el bar se sienta en la barra para esperar la cita y cerca de la medianoche vuelve a su casa, revisa sus redes sociales, lee un libro y se duerme.;;;;;;;
